"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","mhhinc","TimeFrame","GeoVintage","Layer_Source","store_name","address","address2","city","state","zip5","county","store_type","incentive_program","grantee_name","Point_Source","Location"
"Census Tract","04013116606","AZ","04013116606","=""04013116606""","76021","2020-2024","2022","Census","TASAN INCORPORATED","3901 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116718","AZ","04013116718","=""04013116718""","77025","2020-2024","2022","Census","Target Store T-0909","4734 E Ray Rd","","Phoenix","AZ","85044","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116300","AZ","04013116300","=""04013116300""","64457","2020-2024","2022","Census","Target Store T-1905","2140 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116712","AZ","04013116712","=""04013116712""","89068","2020-2024","2022","Census","Trader Joe's 177","4025 E Chandler Blvd Ste 38","","Phoenix","AZ","85048","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116500","AZ","04013116500","=""04013116500""","65701","2020-2024","2022","Census","WBF AZ LLC McDonalds 23290","6005 E Central Ave","","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116203","AZ","04013116203","=""04013116203""","84144","2020-2024","2022","Census","WBF AZ LLC McDonalds 25250","2430 Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115200","AZ","04013115200","=""04013115200""","57281","2020-2024","2022","Census","WBF AZ LLC McDonalds 26394","3130 E Broadway Rd","","Phoenix","AZ","85040","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116100","AZ","04013116100","=""04013116100""","45242","2020-2024","2022","Census","WONGS MINI MART","2803 E Broadway Rd","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116721","AZ","04013116721","=""04013116721""","108750","2020-2024","2022","Census","Walgreens 04046","3960 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116725","AZ","04013116725","=""04013116725""","112569","2020-2024","2022","Census","Walgreens 05569","1315 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116619","AZ","04013116619","=""04013116619""","120368","2020-2024","2022","Census","Walgreens 09179","5115 W Baseline Rd","","Laveen","AZ","85339","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116607","AZ","04013116607","=""04013116607""","95800","2020-2024","2022","Census","Walgreens 10111","3434 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116708","AZ","04013116708","=""04013116708""","87521","2020-2024","2022","Census","Walgreens 13870","4875 E Elliot Rd","","Phoenix","AZ","85044","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116203","AZ","04013116203","=""04013116203""","84144","2020-2024","2022","Census","Walgreens 4422","3945 E Southern Ave","","Phoenix","AZ","85040","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116203","AZ","04013116203","=""04013116203""","84144","2020-2024","2022","Census","Walgreens 6535","2420 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116736","AZ","04013116736","=""04013116736""","49704","2020-2024","2022","Census","Walgreens 6697","7606 S 7th St","","Phoenix","AZ","85042","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116606","AZ","04013116606","=""04013116606""","76021","2020-2024","2022","Census","Walmart 3771","6150 S 35TH AVE","","PHOENIX","AZ","85041","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116738","AZ","04013116738","=""04013116738""","120326","2020-2024","2022","Census","Walmart 4293","2435 E BASELINE RD","","PHOENIX","AZ","85042","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115802","AZ","04013115802","=""04013115802""","44821","2020-2024","2022","Census","Yes Mart","5448 S Central Ave","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115500","AZ","04013115500","=""04013115500""","47358","2020-2024","2022","Census","Mcl Llc","4702 S 35th Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116605","AZ","04013116605","=""04013116605""","88555","2020-2024","2022","Census","Mi Ranchito 2","5035 W Southern Ave","Ste 110","Laveen","AZ","85339","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116611","AZ","04013116611","=""04013116611""","130266","2020-2024","2022","Census","Mountain Light Farm LLC","4023 W Elliot Rd","Unit B","Laveen","AZ","85339","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116711","AZ","04013116711","=""04013116711""","113854","2020-2024","2022","Census","Papa Johns #1686","4302 E Ray Rd","","Phoenix","AZ","85044","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116204","AZ","04013116204","=""04013116204""","72780","2020-2024","2022","Census","Papa Johns #2803","4645 E Broadway Rd","Ste 106","Phoenix","AZ","85040","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116610","AZ","04013116610","=""04013116610""","118888","2020-2024","2022","Census","Papa Johns #3672","5045 W Baseline Rd","Ste 130","Laveen","AZ","85339","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115700","AZ","04013115700","=""04013115700""","77174","2020-2024","2022","Census","Paradise Liquor  Mini Mart","722 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116615","AZ","04013116615","=""04013116615""","52763","2020-2024","2022","Census","Quick Korner Market","1869 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115200","AZ","04013115200","=""04013115200""","57281","2020-2024","2022","Census","QuikTrip 0432","4075 S 32nd St","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116712","AZ","04013116712","=""04013116712""","89068","2020-2024","2022","Census","QuikTrip 1402","4015 E Cottonwood Ln","","Phoenix","AZ","85048","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116400","AZ","04013116400","=""04013116400""","76635","2020-2024","2022","Census","QuikTrip 1403","1550 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116616","AZ","04013116616","=""04013116616""","95611","2020-2024","2022","Census","QuikTrip 434","1915 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116738","AZ","04013116738","=""04013116738""","120326","2020-2024","2022","Census","QuikTrip 463","4725 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116612","AZ","04013116612","=""04013116612""","115984","2020-2024","2022","Census","QuikTrip 493","3445 W Baseline Rd","","Laveen","AZ","85339","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116500","AZ","04013116500","=""04013116500""","65701","2020-2024","2022","Census","Rest & Market Monarcas Llc","602 W Baseline Rd","","Phoenix","AZ","85041","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116712","AZ","04013116712","=""04013116712""","89068","2020-2024","2022","Census","SAFEWAY  1201","4005 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116400","AZ","04013116400","=""04013116400""","76635","2020-2024","2022","Census","SAFEWAY  1591","6202 S 16th St","","Phoenix","AZ","85042","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116719","AZ","04013116719","=""04013116719""","110316","2020-2024","2022","Census","SAFEWAY  1980","1334 W Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116708","AZ","04013116708","=""04013116708""","87521","2020-2024","2022","Census","SAFEWAY  752","4747 E Elliot Rd","","Phoenix","AZ","85044","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116610","AZ","04013116610","=""04013116610""","118888","2020-2024","2022","Census","Safeway 2709","5035 W Baseline Rd","","Laveen","AZ","85339","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013810400","AZ","04013810400","=""04013810400""","114953","2020-2024","2022","Census","Sam's Club 6213","700 N 54th St","","Chandler","AZ","85226","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115900","AZ","04013115900","=""04013115900""","61944","2020-2024","2022","Census","Snappy  Convenience Store Llc","702 E Roeser Rd","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115700","AZ","04013115700","=""04013115700""","77174","2020-2024","2022","Census","Soon's Market","5201 S 15th Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116500","AZ","04013116500","=""04013116500""","65701","2020-2024","2022","Census","South Central Nutrition LLC","6064 S Central Ave","","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116615","AZ","04013116615","=""04013116615""","52763","2020-2024","2022","Census","Southern Belle Louisiana Cajun Spices And Foods 2","1717 W Southern Ave","Ste 104","Phoenix","AZ","85041","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116615","AZ","04013116615","=""04013116615""","52763","2020-2024","2022","Census","Spaces Of Opportunity Farmers Market","1200 W Vineyard Rd","","Phoenix","AZ","85041","MARICOPA","Farmers and Markets","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116000","AZ","04013116000","=""04013116000""","63925","2020-2024","2022","Census","Speedy Stop","5033 S 16th St","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116719","AZ","04013116719","=""04013116719""","110316","2020-2024","2022","Census","Sprouts Farmers Market 16","4735 E Ray Rd","Unit A001","Phoenix","AZ","85044","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116619","AZ","04013116619","=""04013116619""","120368","2020-2024","2022","Census","Sprouts Farmers Market 40","7700 S 59th Avenue","","LaVeen","AZ","85339","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116719","AZ","04013116719","=""04013116719""","110316","2020-2024","2022","Census","Starcorp LLC dba Carls Jr 7503","4916 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116605","AZ","04013116605","=""04013116605""","88555","2020-2024","2022","Census","Starcorp LLC dba Carls Jr 7610","5040 W Baseline Rd","","Laveen","AZ","85339","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116717","AZ","04013116717","=""04013116717""","64321","2020-2024","2022","Census","Subway #10780","4810 East Ray Rd","Space A1","Phoenix","AZ","85044","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116500","AZ","04013116500","=""04013116500""","65701","2020-2024","2022","Census","Subway #14449","610 E Baseline Rd","Suite C2","Chandler","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116300","AZ","04013116300","=""04013116300""","64457","2020-2024","2022","Census","Subway #33469","2160 E Baseline Rd","Ste 126","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116606","AZ","04013116606","=""04013116606""","76021","2020-2024","2022","Census","Subway #36448","6150 S 35th Ave","","Phoenix","AZ","85041","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116607","AZ","04013116607","=""04013116607""","95800","2020-2024","2022","Census","Subway #43792","3424 W Southern Ave","Ste 171","Phoenix","AZ","85041","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116202","AZ","04013116202","=""04013116202""","93340","2020-2024","2022","Census","Subway #57430","4005 E Southern Ave","","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115801","AZ","04013115801","=""04013115801""","44000","2020-2024","2022","Census","Subway 1618","5217 S Central Ave","Ste B2","Phoenix","AZ","85040","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013319708","AZ","04013319708","=""04013319708""","59375","2020-2024","2022","Census","Subway 27186","2700 W Baseline Rd","Ste 131","Tempe","AZ","85283","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116616","AZ","04013116616","=""04013116616""","95611","2020-2024","2022","Census","Subway 34155","2020 W Baseline Rd","Ste C166","Phoenix","AZ","85041","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116732","AZ","04013116732","=""04013116732""","113232","2020-2024","2022","Census","Super Sam","9201 S 7th Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116605","AZ","04013116605","=""04013116605""","88555","2020-2024","2022","Census","Burger King # 16422","5055 W Southern Ave","","Laveen","AZ","85339","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116300","AZ","04013116300","=""04013116300""","64457","2020-2024","2022","Census","Burger King 28485","2337 E. Southern Ave.","","Phoenix","AZ","85040","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116717","AZ","04013116717","=""04013116717""","64321","2020-2024","2022","Census","Burger King 7043","4805 E Warner Rd","","Phoenix","AZ","85044","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116736","AZ","04013116736","=""04013116736""","49704","2020-2024","2022","Census","Burger King 9867","665 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116607","AZ","04013116607","=""04013116607""","95800","2020-2024","2022","Census","By the Bucket","3424 W Southern Ave","Ste 174","Phoenix","AZ","85041","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116616","AZ","04013116616","=""04013116616""","95611","2020-2024","2022","Census","CVS Pharmacy 3383","7550 S 19th Ave","","Phoenix","AZ","85041","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116712","AZ","04013116712","=""04013116712""","89068","2020-2024","2022","Census","CVS Pharmacy 52","4657 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116605","AZ","04013116605","=""04013116605""","88555","2020-2024","2022","Census","CVS Pharmacy 5892","5050 W Baseline Rd","","Laveen","AZ","85041","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116737","AZ","04013116737","=""04013116737""","129524","2020-2024","2022","Census","CVS Pharmacy 7860","1615 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116718","AZ","04013116718","=""04013116718""","77025","2020-2024","2022","Census","CVS Pharmacy 9290","4430 E Ray Rd","","Phoenix","AZ","85044","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116619","AZ","04013116619","=""04013116619""","120368","2020-2024","2022","Census","Carioca Shell 6","9170 S 51st Ave","","Laveen village","AZ","85339","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115200","AZ","04013115200","=""04013115200""","57281","2020-2024","2022","Census","Carioca Shell 78","3444 S 40th St","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115600","AZ","04013115600","=""04013115600""","79481","2020-2024","2022","Census","Carniceria Mexico LLC","4450 S 19th Ave","","Phoenix","AZ","85041","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116606","AZ","04013116606","=""04013116606""","76021","2020-2024","2022","Census","Carniceria Agave LLC","3525 W Southern Ave","Ste 144","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115400","AZ","04013115400","=""04013115400""","53717","2020-2024","2022","Census","Carniceria El Rancho Grande Llc","4227 S Central Ave","","Phoenix","AZ","85040","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116000","AZ","04013116000","=""04013116000""","63925","2020-2024","2022","Census","Carniceria Mr. Muuu","1628 E Southern Ave","","Phoenix","AZ","85040","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013319709","AZ","04013319709","=""04013319709""","N/A","2020-2024","2022","Census","Carniceria Sonora","3135 S 48th St","Ste 107","Tempe","AZ","85282","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115600","AZ","04013115600","=""04013115600""","79481","2020-2024","2022","Census","Circle K 2700693","5850 S 19th Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116203","AZ","04013116203","=""04013116203""","84144","2020-2024","2022","Census","Circle K 2701216","3955 E Broadway Rd","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115802","AZ","04013115802","=""04013115802""","44821","2020-2024","2022","Census","Circle K 2701570","4401 S 7th Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116203","AZ","04013116203","=""04013116203""","84144","2020-2024","2022","Census","Circle K 2701637","2401 E SOUTHERN","","PHOENIX","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116614","AZ","04013116614","=""04013116614""","62826","2020-2024","2022","Census","Circle K 2701739","7440 S 7th Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115300","AZ","04013115300","=""04013115300""","44464","2020-2024","2022","Census","Circle K 2701781","1540 E Broadway Rd","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116606","AZ","04013116606","=""04013116606""","76021","2020-2024","2022","Census","Circle K 2701844","3508 W Baseline Rd","","Laveen","AZ","85339","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115400","AZ","04013115400","=""04013115400""","53717","2020-2024","2022","Census","Circle K 2701850","630 E Broadway Rd","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116100","AZ","04013116100","=""04013116100""","45242","2020-2024","2022","Census","Circle K 2701918","3151 E Broadway Rd","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116735","AZ","04013116735","=""04013116735""","56082","2020-2024","2022","Census","Circle K 2701950","9040 S Central Ave","","Phoenix","AZ","85042","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013114800","AZ","04013114800","=""04013114800""","69944","2020-2024","2022","Census","Circle K 2701968","4305 S 19th Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116203","AZ","04013116203","=""04013116203""","84144","2020-2024","2022","Census","Circle K 2702873","3930 E Southern Ave","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116203","AZ","04013116203","=""04013116203""","84144","2020-2024","2022","Census","Circle K 2703425","3950 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116708","AZ","04013116708","=""04013116708""","87521","2020-2024","2022","Census","Circle K 2703480","4810 E Warner Rd","","Phoenix","AZ","85044","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116708","AZ","04013116708","=""04013116708""","87521","2020-2024","2022","Census","Circle K 2705282","5060 E Warner Rd","","Phoenix","AZ","85044","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116713","AZ","04013116713","=""04013116713""","144891","2020-2024","2022","Census","Circle K 2705283","3201 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116708","AZ","04013116708","=""04013116708""","87521","2020-2024","2022","Census","Circle K 2705287","3801 E ELLIOTT RD","","PHOENIX","AZ","85044","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116728","AZ","04013116728","=""04013116728""","164615","2020-2024","2022","Census","Circle K 2705298","1250 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116719","AZ","04013116719","=""04013116719""","110316","2020-2024","2022","Census","Circle K 2705549","4939 E Ray Rd","","Phoenix","AZ","85044","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116718","AZ","04013116718","=""04013116718""","77025","2020-2024","2022","Census","Circle K 2706360","4410 E Ray Rd","","Phoenix","AZ","85044","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116719","AZ","04013116719","=""04013116719""","110316","2020-2024","2022","Census","Circle K 2706362","4950 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115900","AZ","04013115900","=""04013115900""","61944","2020-2024","2022","Census","Circle K 2708776","1544 E Southern Ave","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116708","AZ","04013116708","=""04013116708""","87521","2020-2024","2022","Census","Circle K 2709152","5105 E Elliot Rd","","Phoenix","AZ","85044","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116712","AZ","04013116712","=""04013116712""","89068","2020-2024","2022","Census","Circle K 2709164","4001 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115200","AZ","04013115200","=""04013115200""","57281","2020-2024","2022","Census","Circle K 2709193","3140 E Broadway Rd","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116300","AZ","04013116300","=""04013116300""","64457","2020-2024","2022","Census","Circle K Store 2741622","2350 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116621","AZ","04013116621","=""04013116621""","132801","2020-2024","2022","Census","Circle K Store 2741655","5110 W Baseline Rd","","Laveen","AZ","85339","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116735","AZ","04013116735","=""04013116735""","56082","2020-2024","2022","Census","DOLLAR GENERAL 13511","8550 S Central Ave","","Phoenix","AZ","85042","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116500","AZ","04013116500","=""04013116500""","65701","2020-2024","2022","Census","Hungry Howies 1852","7227 S Central Ave","Suite 1025","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116616","AZ","04013116616","=""04013116616""","95611","2020-2024","2022","Census","India Spices","2640 W Baseline Rd","Ste 101","Phoenix","AZ","85041","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115801","AZ","04013115801","=""04013115801""","44000","2020-2024","2022","Census","JJ Water & Ice N/A","5817 S Central Ave","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115700","AZ","04013115700","=""04013115700""","77174","2020-2024","2022","Census","JOHN'S RANCHO MARKET","4447 S 15th Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116717","AZ","04013116717","=""04013116717""","64321","2020-2024","2022","Census","Jack in The Box #1130","4950 E Ray Rd","","Phoenix","AZ","85044","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115802","AZ","04013115802","=""04013115802""","44821","2020-2024","2022","Census","Jack in The Box #1180","5814 S Central Ave","","Phoenix","AZ","85040","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116202","AZ","04013116202","=""04013116202""","93340","2020-2024","2022","Census","Jack in The Box #1183","4749 E Southern Ave","","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115600","AZ","04013115600","=""04013115600""","79481","2020-2024","2022","Census","Jack in The Box #1529","1921 W Broadway Rd","","Phoenix","AZ","85041","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116616","AZ","04013116616","=""04013116616""","95611","2020-2024","2022","Census","Jack in The Box #1533","2330 W Baseline Rd","","Phoenix","AZ","85041","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116621","AZ","04013116621","=""04013116621""","132801","2020-2024","2022","Census","Jack in The Box #1541","5115 W Southern Ave","","Laveen","AZ","85339","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116606","AZ","04013116606","=""04013116606""","76021","2020-2024","2022","Census","Jack in The Box #1552","6120 S 35th Ave","","Phoenix","AZ","85041","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013941000","AZ","04013941000","=""04013941000""","55259","2020-2024","2022","Census","Komatke Market 809","17197 S 51st Avenue","","Laveen","AZ","85339","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116500","AZ","04013116500","=""04013116500""","65701","2020-2024","2022","Census","La Esquina Market","317 W Alta Vista Rd","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013116621","AZ","04013116621","=""04013116621""","132801","2020-2024","2022","Census","Laveen Chevron","5115 W Southern Ave","","Laveen","AZ","85339","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115801","AZ","04013115801","=""04013115801""","44000","2020-2024","2022","Census","Los Altos Ranch Market 1","5833 S Central Ave","","Phoenix","AZ","85040","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Census Tract","04013115900","AZ","04013115900","=""04013115900""","61944","2020-2024","2022","Census","Los Primos Food Mart","5201 S 7th St","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
