"store_name","address","address2","city","state","zip5","county","store_type","incentive_program","grantee_name","Source","Location"
"Mukhi Shah 1030 Llc 206568","2427 W Thomas Rd","","Phoenix","AZ","85015","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Murrieta's Carniceria 2","1911 W Broadway Rd","Ste 14","Mesa","AZ","85202","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"N FOOD MART","12850 N 19th Ave","","Phoenix","AZ","85029","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Naddaf Llc Dba La Razza","10001 N 19th Ave","","Phoenix","AZ","85021","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Naj Eddy's Tobacco Llc","3338 N 19th Ave","","Phoenix","AZ","85015","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Nashville Hot Chicken","1628 E Southern Ave","Ste 7","Tempe","AZ","85282","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Neighborhood Market 1","2101 W Adams St","","Phoenix","AZ","85009","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"New Africa Supermarket Llc 4740","4734 W Glendale Ave","Ste 4740","Glendale","AZ","85301","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"New India Bazaar","2544 N 7th St","Ste 101","Phoenix","AZ","85006","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Nio1 LLC","8322 W Olive Ave","","Peoria","AZ","85345","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Northern Foods Llc","8030 N 27th Ave","","Phoenix","AZ","85051","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Off The Hook Meat Shop LLC","14960 W Indian School Rd","Ste 380","Goodyear","AZ","85395","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Old Town Scottsdale Farmers Market","7250 E 1st St","","Scottsdale","AZ","85251","MARICOPA","Farmers and Markets","","","USDA","Maricopa (County, 2022)"
"Olive Liquor","6604 W Olive Ave","","Glendale","AZ","85302","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Om Food & Gas Inc. n/a","5103 W Peoria Ave","","Glendale","AZ","85302","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"One Love Cafe","4115 N 19th Ave","","Phoenix","AZ","85015","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"One Stop Market and Service Center","6702 W Indian School Rd","","Phoenix","AZ","85033","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"One Stop Shop Food Mart And Deli","1620 W University Dr","Ste 1","Mesa","AZ","85201","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Open Sesame #2","4925 W Bell Rd","Ste D2","Glendale","AZ","85308","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Orange Mini Mart","9409 N Cave Creek Rd","","Phoenix","AZ","85020","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Palms Market","3502 W Greenway Rd","Ste 2","Phoenix","AZ","85053","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Panaderia Y Tortilleria Guerrero LLC","2829 N 32nd St","Ste 103","Phoenix","AZ","85008","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1355","1225 W Main St","","Mesa","AZ","85201","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1356","1100 N Alma School Rd","Ste 6","Chandler","AZ","85224","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1387","1813 E Southern Ave","","Tempe","AZ","85282","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1508","4501 E Thomas Rd","","Phoenix","AZ","85018","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1510","63 N Greenfield Rd","Ste 112","Mesa","AZ","85205","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1651","7040 N 16th St","","Phoenix","AZ","85020","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1652","4030 E Thunderbird Rd","","Phoenix","AZ","85032","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1686","4302 E Ray Rd","","Phoenix","AZ","85044","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1695","1063 N Mesa Dr","","Mesa","AZ","85201","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1913","540 E Thomas Rd","","Phoenix","AZ","85012","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #1914","3441 W Northern Ave","","Phoenix","AZ","85051","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2012","8251 W Union Hills Dr","Ste 125","Glendale","AZ","85308","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2036","9189 N 59th Ave","","Glendale","AZ","85302","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2147","751 E Bell Rd","Ste 10","Phoenix","AZ","85022","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2148","8987 W Olive Ave","","Peoria","AZ","85345","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2162","18413 N Cave Creek Rd","","Phoenix","AZ","85032","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2229","70 S Val Vista Dr","","Gilbert","AZ","85296","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2348","7102 E Baseline Rd","Ste 101","Mesa","AZ","85209","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2458","1829 N Power Rd","Ste 103","Mesa","AZ","85205","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2605","4840 N 83rd Ave","Ste 2","Phoenix","AZ","85033","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2767","4980 S Alma School Rd","Ste 5","Chandler","AZ","85248","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2772","10745 E Apache Trl","","Apache Junction","AZ","85120","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2803","4645 E Broadway Rd","Ste 106","Phoenix","AZ","85040","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2864","11300 E Via Linda","Ste C","Scottsdale","AZ","85259","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #2967","5930 W McDowell Rd","","Phoenix","AZ","85035","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #3327","21803 S Ellsworth Rd","","Queen Creek","AZ","85142","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #3421","3076 E Chandler Heights Rd","Ste 111","Gilbert","AZ","85298","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #3549","25101 N Lake Pleasant Pkwy","","Peoria","AZ","85383","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #3672","5045 W Baseline Rd","Ste 130","Laveen","AZ","85339","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #4388","4815 E Carefree Hwy","Ste C128","Cave Creek","AZ","85331","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Johns #5331","23359 N Pima Rd","","Scottsdale","AZ","85255","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ002","15557 W Bell Rd","Ste 407","Surprise","AZ","85374","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ008","1809 N Dysart Rd","Ste 108","Avondale","AZ","85392","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ011","3230 E Union Hills Dr","","Phoenix","AZ","85050","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ026","3550 E Southern Ave","","Mesa","AZ","85204","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ034","15570 W Van Buren St","","Goodyear","AZ","85338","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ035","13525 N Fountain Hills Blvd","Ste 103","Fountain Hills","AZ","85268","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ042","1242 E McKellips Rd","","Mesa","AZ","85203","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ047","9015 W Union Hills Dr","Ste 102","Peoria","AZ","85382","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ049","1955 W Baseline Rd","Ste 105","Mesa","AZ","85202","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ058","23706 S Power Rd","Ste 108","Queen Creek","AZ","85142","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ071","1075 E Riggs Rd","","Chandler","AZ","85249","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ080","9980 W Happy Valley Rd","Ste 1130","Peoria","AZ","85383","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ089","8257 E Guadalupe Rd","","Mesa","AZ","85212","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ097","2748 S Signal Butte Rd","","Mesa","AZ","85209","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's AZ098","10659 Grand Ave","Ste A12","Sun City","AZ","85351","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's Pizza AZ003","1385 E Warner Rd","Ste 104","Gilbert","AZ","85296","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's Pizza AZ004","3900 W Ray Rd","Ste 7","Chandler","AZ","85226","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's Pizza AZ010","29455 N Cave Creek Rd","Ste 142","Cave Creek","AZ","85331","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphy's Pizza AZ067","8912 E Via Linda","Ste 115","Scottsdale","AZ","85258","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphys AZ052","7465 W Cactus Rd","Ste 101","Peoria","AZ","85381","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Papa Murphys AZ081","2920 N Power Rd","Ste 103","Mesa","AZ","85215","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Paradise Liquor  Mini Mart","722 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Park West Market","9744 W. Northern Ave","","Peoria","AZ","85345","MARICOPA","Farmers and Markets","","","USDA","Maricopa (County, 2022)"
"Pataq Group Llc","8520 W Peoria Ave","","Peoria","AZ","85345","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Patrick Dollar Store LLC","6409 W Glendale Ave","Ste F","Glendale","AZ","85301","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Payless Market","405 S Arizona Ave","","Chandler","AZ","85225","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Payless Market 2","11021 N 19th Ave","","Phoenix","AZ","85029","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Pebblestone Market","3399 N Scottsdale Rd","","Scottsdale","AZ","85251","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Peoria Discount Grocery","8150 W Peoria Ave","","Peoria","AZ","85345","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Pescaderia  Mariscos Guaymas LLC","5030 W Mcdowell Rd","Ste 35a","Phoenix","AZ","85035","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Pescaderia El Puerto De Guaymas Llc","4434 W Thomas Rd","Ste 19","Phoenix","AZ","85031","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Pescaderia El Puerto Guaymas 2","1241 E Broadway Rd","Ste 20","Mesa","AZ","85204","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Pescaderia El Waco 1","2201 N 83rd Ave","Suite 105","Phoenix","AZ","85035","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Pescaderia Playas De Guaymas","8385 W Grand Ave","","Peoria","AZ","85345","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Peterson African Market 1","2647 W Bethany Home Rd","","Phoenix","AZ","85017","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Phoenix Meats LLC","5131 W Latham St","","Phoenix","AZ","85043","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Pilot 1243","3006 S Butterfield Trl","","Gila Bend","AZ","85337","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Pilot Travel Center 1180","41112 W Indian School Rd","","Tonopah","AZ","85354","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Pilot Travel Center 459","900 N 99th Ave","","Avondale","AZ","85323","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Pilot Travel Center 611","6700 W Latham St","","Phoenix","AZ","85043","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Pizza Hut #26984","1839 W Indian School Rd","","Phoenix","AZ","85015","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Pizza Hut #26996","8225 W Indian School Rd","","Phoenix","AZ","85033","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Pizza Hut #26997","6601 W Indian School Rd","Ste 4","Phoenix","AZ","85033","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Pizza Hut 26994","4322 W Glendale Ave","","Glendale","AZ","85301","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Pizza Hut 26995","6650 W Bethany Home Rd","","Glendale","AZ","85301","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Pop N' Bottles Liquor","1620 W Buckeye Rd","","Phoenix","AZ","85007","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Pride Gas And Groceries N/A","1734 E Apache Blvd","","Tempe","AZ","85281","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Pv Carwash","12621 N Paradise Village Pkwy W","","Phoenix","AZ","85032","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QUALITY FOOD MARKET","621 N 14th St","","Phoenix","AZ","85006","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick & Easy","805 N McQueen Rd","","Gilbert","AZ","85233","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick & Easy Shell","7602 S McClintock Dr","","Tempe","AZ","85284","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick & Easy Shell Ii","1795 E University Dr","","Tempe","AZ","85281","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick And Easy Food Mart","1650 E Broadway Rd","Ste 1","Mesa","AZ","85204","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick Corner","4435 N 27th Ave","","Phoenix","AZ","85017","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick Corner #2 1","66 S Mesa Dr","","Mesa","AZ","85210","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick Corner 1","1107 N Mesa Dr","","Mesa","AZ","85201","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick Corner Market","5121 W Thomas Rd","","Phoenix","AZ","85031","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick Korner Market","1869 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quick Run","2659 W Guadalupe Rd","","Mesa","AZ","85202","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quik Food Mart","921 W Main St","","Avondale","AZ","85323","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quik Trip 436","6739 W Happy Valley Rd","","Peoria","AZ","85383","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Quik Trip 484","9541 W Olive Ave","","Peoria","AZ","85345","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 0423","13067 W Thomas Rd","","Avondale","AZ","85392","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 0432","4075 S 32nd St","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 0492","1850 S Miller Rd","","Buckeye","AZ","85326","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1400","2150 E University Dr","","Tempe","AZ","85281","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1401","575 N Estrella Pkwy","","Goodyear","AZ","85338","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1402","4015 E Cottonwood Ln","","Phoenix","AZ","85048","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1403","1550 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1404","3720 S Val Vista Dr","","Gilbert","AZ","85297","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1405","3130 E Williams Field Rd","","Gilbert","AZ","85295","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1406","2420 E Greenway Rd","","Phoenix","AZ","85032","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1407","900 S Watson Rd","","Buckeye","AZ","85326","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1408","2250 E Thomas Rd","","Phoenix","AZ","85016","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1409","8045 N 51st Ave","","Glendale","AZ","85302","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1410","400 N 75th Ave","","Phoenix","AZ","85043","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1411","3605 W Glendale Ave","","Phoenix","AZ","85051","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1412","1133 E Northern Ave","","Phoenix","AZ","85020","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1415","2834 W Bell Rd","","Phoenix","AZ","85053","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1416","2255 N 44th St","","Phoenix","AZ","85008","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1417","1540 N Bullard Ave","","Goodyear","AZ","85395","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1418","8780 E McDowell Rd","","Scottsdale","AZ","85257","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1419","1157 N 35th Ave","","Phoenix","AZ","85009","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1420","1190 W Elliot Rd","","Tempe","AZ","85284","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1422","1956 E Southern Ave","","Mesa","AZ","85204","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1423","1201 N 91st Ave","","Tolleson","AZ","85353","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1424","150 N Avondale Blvd","","Avondale","AZ","85323","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1425","7455 W Peoria Ave","","Peoria","AZ","85345","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1426","1550 N 107th Ave","","Avondale","AZ","85392","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1427","3547 E Southern Ave","","Mesa","AZ","85204","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1428","2840 W Cactus Rd","","Phoenix","AZ","85029","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1430","12294 N Prasada Pkwy","","Surprise","AZ","85388","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1431","9101 W McDowell Rd","","Tolleson","AZ","85353","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1432","5960 W Buckeye Rd","","Phoenix","AZ","85043","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1433","5215 S Ellsworth Rd","","Mesa","AZ","85212","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1434","7171 S Higley Rd","","Gilbert","AZ","85298","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1435","3510 W Happy Valley Rd","","Phoenix","AZ","85085","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1437","5850 W Greenway Rd","","Glendale","AZ","85306","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1438","9755 W Northern Ave","","Glendale","AZ","85305","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1439","9038 E Elliot Rd","","Mesa","AZ","85212","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1441","1420 N 24th St","","Phoenix","AZ","85008","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1444","8251 W Glendale Ave","","Glendale","AZ","85303","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1447","6705 W Baseline Rd","","Laveen","AZ","85339","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 1523","2000 W Ray Rd","","Chandler","AZ","85224","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 400","2111 W University Dr","","Tempe","AZ","85281","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 401","517 W McKellips Rd","","Mesa","AZ","85201","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 402","1331 S Country Club Dr","","Mesa","AZ","85210","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 403","17260 W Yuma Rd","","Goodyear","AZ","85338","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 404","9229 E University Dr","","Mesa","AZ","85207","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 405","9010 N 19th Ave","","Phoenix","AZ","85021","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 406","2212 E Bell Rd","","Phoenix","AZ","85022","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 407","2750 W Thunderbird Rd","","Phoenix","AZ","85053","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 408","1106 E Broadway Rd","","Tempe","AZ","85282","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 409","6705 W Buckeye Rd","","Phoenix","AZ","85043","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 410","14007 W Grand Ave","","Surprise","AZ","85374","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 411","1707 W Bell Rd","","Phoenix","AZ","85023","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 412","8004 N 27th Ave","","Phoenix","AZ","85051","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 413","4255 W Union Hills Dr","","Glendale","AZ","85308","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 414","847 N Arizona Ave","","Gilbert","AZ","85233","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 415","16821 W Bell Rd","","Surprise","AZ","85374","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 416","9020 N 91st Ave","","Peoria","AZ","85345","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 417","3563 E Main St","","Mesa","AZ","85213","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 418","2009 W Glendale Ave","","Phoenix","AZ","85021","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 419R","2026 W Broadway Rd","","Mesa","AZ","85202","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 420","2450 E Union Hills Dr","","Phoenix","AZ","85050","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 421","19990 N 19th Ave","","Phoenix","AZ","85027","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 422","8302 W Buckeye Rd","","Tolleson","AZ","85353","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 424","25215 N 115th Ave","","Sun City","AZ","85373","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 425","2941 E Indian School Rd","","Phoenix","AZ","85016","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 426","19815 N 7th St","","Phoenix","AZ","85024","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 427","1995 N Arizona Ave","","Chandler","AZ","85225","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 429","1545 N Scottsdale Rd","","Tempe","AZ","85281","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 430","6721 W Thunderbird Rd","","Peoria","AZ","85381","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 431","1939 S Mesa Dr","","Mesa","AZ","85210","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 433","414 S Stapley Dr","","Mesa","AZ","85204","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 434","1915 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 435","1610 E Highland Ave","","Phoenix","AZ","85016","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"QuikTrip 438","1733 S Greenfield Rd","","Mesa","AZ","85206","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
