"store_name","address","address2","city","state","zip5","county","store_type","incentive_program","grantee_name","Source","Location"
"TASAN INCORPORATED","3901 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"TRADER JOE'S CHANDLER 287","3961 S Arizona Ave","","Chandler","AZ","85248","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Taco Bell #141","3517 W Glendale Ave","","Phoenix","AZ","85051","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Taco Bell #29492","1125 S Dobson Rd","","Mesa","AZ","85202","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Taco Bell #29494","917 N Dobson Rd","","Mesa","AZ","85201","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Taco Bell 32728","4304 W Indian School Rd","","Phoenix","AZ","85031","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Taco Bell 32735","7449 W Indian School Rd","","Phoenix","AZ","85033","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Taco Bell 32736","1860 N 75th Ave","","Phoenix","AZ","85035","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Tacos Don Hector","5025 W Olive Ave","","Glendale","AZ","85302","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Tala Bakery","2507 E Bell Rd","","Phoenix","AZ","85032","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Tan Hua Inc","66 S Dobson Rd","Ste 116","Mesa","AZ","85202","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Taqueria La Korita LLC","4131 N 27th Ave","","Phoenix","AZ","85017","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Target 3261","1625 E Camelback Rd","","Phoenix","AZ","85016","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0233","12602 N Paradise Village Pkwy W","","Phoenix","AZ","85032","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0251","1135 S Gilbert Rd","","Mesa","AZ","85204","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0319","1818 E Baseline Rd","","Tempe","AZ","85283","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0363","9000 E Indian Bend Rd","","Scottsdale","AZ","85250","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0639","1525 S Power Rd","","Mesa","AZ","85206","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0825","8055 W Bell Rd","","Peoria","AZ","85382","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0851","7409 W Virginia Ave","","Phoenix","AZ","85035","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0909","4734 E Ray Rd","","Phoenix","AZ","85044","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0936","15444 N Frank Lloyd Wright Blvd","","Scottsdale","AZ","85260","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-0950","4515 E Thomas Rd","","Phoenix","AZ","85018","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1141","2727 W Agua Fria Fwy","","Phoenix","AZ","85027","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1209","1515 E Warner Rd","","Gilbert","AZ","85296","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1242","1515 N Litchfield Rd","","Goodyear","AZ","85395","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1327","32351 N Scottsdale Rd","","Scottsdale","AZ","85262","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1335","13731 W Bell Rd","","Surprise","AZ","85374","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1360","21001 N Tatum Blvd","Ste 20","Phoenix","AZ","85050","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1361","9350 W Northern Ave","","Glendale","AZ","85305","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1386","2151 N Power Rd","","Mesa","AZ","85207","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1429","1230 S Longmore Ave","","Mesa","AZ","85202","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1432","16825 E Shea Blvd","","Fountain Hills","AZ","85268","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1838","3425 W Frye Rd","","Chandler","AZ","85226","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1905","2140 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1959","5110 S Power Rd","","Mesa","AZ","85212","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-1960","3931 S Gilbert Rd","","Gilbert","AZ","85297","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-2149","9830 W LOWER BUCKEYE RD","","PHOENIX","AZ","85003","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-2176","1800 E Rio Salado Pkwy","Ste 120","Tempe","AZ","85281","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-2227","24890 N Lake Pleasant Pkwy","","Peoria","AZ","85383","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-2236","16806 N 7th St","","Phoenix","AZ","85022","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-2341","10404 N 43rd Ave","","Glendale","AZ","85302","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-2354","5715 N 19th Ave","","Phoenix","AZ","85015","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-2365","21398 S Ellsworth Loop Rd","","Queen Creek","AZ","85142","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-2400","995 S Cotton Ln","","Goodyear","AZ","85338","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T-2747","3777 S Arizona Ave","","Chandler","AZ","85248","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Target Store T2915","14101 N Prasada Pkwy","","Surprise","AZ","85388","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Teana Boba Tea Cafe","3503 W Bethany Home Rd","","Phoenix","AZ","85019","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"The Buffalo Spot - West Bell","320 W Bell Rd","Ste 104","Phoenix","AZ","85023","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"The Dented Can","9501 W Peoria Ave","Ste 111","Peoria","AZ","85345","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"The Drink All","235 N Country Club Dr","","Mesa","AZ","85201","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"The Kosher Canyon Shop 1","6516 N 7th St","","Phoenix","AZ","85014","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Thunderbird Chevron Extramile 7002","6691 W Thunderbird Rd","","Glendale","AZ","85306","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Tienda Centroamericana","4424 N 19th Ave","","Phoenix","AZ","85015","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Tienda Santaneca","5825 W Indian School Rd","","Phoenix","AZ","85031","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Toka Sticks 806 806","6822 E Williams Field Rd","","Mesa","AZ","85212","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Tolleson Market","9312 W Van Buren St","","Tolleson","AZ","85353","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Tommy's Family Car Wash","5230 S Power Rd","","Gilbert","AZ","85295","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Tonopah  Market #1 1","4126 N 411th Ave","","Tonopah","AZ","85354","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Tonopah  Market #2 2","4127 N 411th Ave","","Tonopah","AZ","85354","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Toor Chevron Gas Station","14445 W Grand Ave","","Surprise","AZ","85374","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Tortas Paquime","10565 W Indian School Rd","Suite 1","Avondale","AZ","85392","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Tortillas De Harina Linda","635 N Country Club Dr","Ste 10","Mesa","AZ","85201","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Track Market & Liquor","1502 W Bell Rd","Ste 1","Phoenix","AZ","85023","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 177","4025 E Chandler Blvd Ste 38","","Phoenix","AZ","85048","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 282","4726 E Shea Blvd","","Phoenix","AZ","85028","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 285","1779 E Williams Field Rd","","Gilbert","AZ","85295","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 85","8078 Bell Rd","","Glendale","AZ","85308","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 87","7555 E Frank Lloyd Wright Blvd","","Scottsdale","AZ","85260","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 89","2050 E Baseline Rd","","Mesa","AZ","85204","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 90","4821 N 20th St","","Phoenix","AZ","85016","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 92","14095 W Grand Ave","","Surprise","AZ","85374","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 93","6460 S McClintock Dr","","Tempe","AZ","85283","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's 94","6202 N Scottsdale Rd","","Scottsdale","AZ","85253","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's ASU 91","940 E University Dr","Ste 105","Tempe","AZ","85281","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's Goodyear 289","14770 W McDowell Rd","","Goodyear","AZ","85395","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Trader Joe's Queen Creek 286","21186 S Ellsworth Loop Rd","","Queen Creek","AZ","85142","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Transafrican Food Store Llc","4815 E Main St","","Mesa","AZ","85205","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Tres Amigos 1","253 E Broadway Rd","","Mesa","AZ","85210","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Troub's Butcher Shop","13681 N Litchfield Rd","Suite 138","Surprise","AZ","85379","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Turney Neighborhood Market 1","710 E Turney Ave","","Phoenix","AZ","85014","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Twin Family Store","4210 W Dunlap Ave","","Phoenix","AZ","85051","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Two Brothers Market 1","5508 N 43rd Ave","","Glendale","AZ","85301","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Two Hands Corn Dog","10210 W McDowell Rd","","Avondale","AZ","85392","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"U Stop Convenience Store","5207 E Main St","","Mesa","AZ","85205","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"UMOM New Day Centers Inc dba Helpings LLC","3333 E Van Buren St","","Phoenix","AZ","85008","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"University Market","1931 W University Dr","","Mesa","AZ","85201","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Uptown Farmers Market","5757 N Central Ave","","Phoenix","AZ","85012","MARICOPA","Farmers and Markets","","","USDA","Maricopa (County, 2022)"
"Urban Chilli 1","18425 N 19th Ave","Ste 110","Phoenix","AZ","85023","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Us Market Ray","777 W Ray Rd","","Gilbert","AZ","85233","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"V S Beer And Vine 1","6448 W Glendale Ave","","Glendale","AZ","85301","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Valero Corner Store 2741601","1611 E Guadalupe Rd","","Gilbert","AZ","85234","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Valero Gas Station 303","4360 E Broadway Rd","","Mesa","AZ","85206","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Valley Kwik Market","1938 E Roosevelt St","","Phoenix","AZ","85006","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Village Market","2332 W Northern Ave","","Phoenix","AZ","85021","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Virginia Market","702 E Virginia Ave","","Phoenix","AZ","85006","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Vitamin Cottage Natural Food Market U115","655 W Indian School Rd","","Phoenix","AZ","85013","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Vitamin Cottage Natural Food Market U120","2151 E Baseline Rd","","Gilbert","AZ","85234","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Vitamin Cottage Natural Food Market U121","1625 Williams Field Rd","","Gilbert","AZ","85295","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Vitamin Cottage Natural Food Markets Inc U101","13802 N Scottsdale Rd","Ste 110","Scottsdale","AZ","85254","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Von Hanson's Meat & Spirits","2390 N Alma School Rd","Ste 101","Chandler","AZ","85224","MARICOPA","Specialty Store","","","USDA","Maricopa (County, 2022)"
"Vtiamin Cottage Natural Food Market U116","5805 W Ray Rd","","Chandler","AZ","85226","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"W Y Market 1","1819 W Buckeye Rd","","Phoenix","AZ","85007","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"WBF AZ LLC McDonalds 23290","6005 E Central Ave","","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"WBF AZ LLC McDonalds 25250","2430 Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"WBF AZ LLC McDonalds 2531","10230 N 32ns St","","Phoenix","AZ","85028","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"WBF AZ LLC McDonalds 26394","3130 E Broadway Rd","","Phoenix","AZ","85040","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"WBF AZ LLC McDonalds 6410","125 N 24th St","","Phoenix","AZ","85034","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"WBF AZ LLC McDonalds 7816","926 E Indian School Rd","","Phoenix","AZ","85014","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"WONGS MINI MART","2803 E Broadway Rd","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Walgreens 00813","15442 N 99th Ave","","Sun City","AZ","85351","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 01272","5101 W Indian School Rd","","Phoenix","AZ","85031","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 01950","10135 E Via Linda","","Scottsdale","AZ","85258","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 01969","6006 N 67th Ave","","Glendale","AZ","85301","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 02056","1925 W Chandler Blvd","","Chandler","AZ","85224","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 02243","387 N Estrella Pkwy","","Goodyear","AZ","85338","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 02599","7337 N Via Paseo del Sur","","Scottsdale","AZ","85258","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 02771","1305 S Greenfield Rd","","Mesa","AZ","85206","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 02851","7000 N 16th St","Ste 100","Phoenix","AZ","85020","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03008","785 S Cooper Rd","","Gilbert","AZ","85233","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03049","4965 W Bell Rd","","Glendale","AZ","85308","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03177","7011 E Shea Blvd","","Scottsdale","AZ","85254","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03184","1585 E Guadalupe Rd","","Gilbert","AZ","85234","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03191","10865 N Tatum Blvd","","Phoenix","AZ","85028","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03215","1935 N Power Rd","","Mesa","AZ","85205","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03385","5421 W Thunderbird Rd","","Glendale","AZ","85306","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03387","10705 W Indian School Rd","","Avondale","AZ","85392","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03427","7448 W Thunderbird Rd","","Peoria","AZ","85381","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03477","204 E Bell Rd","","Phoenix","AZ","85022","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03531","4949 W Chandler Blvd","","Chandler","AZ","85226","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03591","2811 E Broadway Rd","","Mesa","AZ","85204","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03593","2610 W Thunderbird Rd","","Phoenix","AZ","85023","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03602","8816 E Pinnacle Peak Rd","","Scottsdale","AZ","85255","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03657","3361 N Litchfield Rd","","Goodyear","AZ","85395","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03669","10324 E Riggs Rd","","Sun Lakes","AZ","85248","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03670","1159 E Southern Ave","","Mesa","AZ","85204","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03726","1985 E Chandler Blvd","","Chandler","AZ","85225","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03727","1919 N Dobson Rd","","Chandler","AZ","85224","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03766","34402 N Scottsdale Rd","","Scottsdale","AZ","85266","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03768","6404 S McClintock Dr","","Tempe","AZ","85283","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 03912","29660 N Tatum Blvd","","Cave Creek","AZ","85331","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04018","2345 E Baseline Rd","","Gilbert","AZ","85234","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04020","5895 W Peoria Ave","","Glendale","AZ","85302","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04046","3960 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04077","3005 E Riggs Rd","","Chandler","AZ","85249","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04228","5125 W Northern Ave","","Glendale","AZ","85301","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04376","1825 E Warner Rd","","Tempe","AZ","85284","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04434","22280 N 67th Ave","","Glendale","AZ","85310","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04435","4420 E Brown Rd","","Mesa","AZ","85205","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04507","15025 N Thompson Peak Pkwy","","Scottsdale","AZ","85260","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04508","3431 W Union Hills Dr","","Phoenix","AZ","85027","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04543","805 S Val Vista Dr","","Gilbert","AZ","85296","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04791","14285 W Grand Ave","","Surprise","AZ","85374","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04793","1975 S Alma School Rd","","Chandler","AZ","85286","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04909","2921 N 83rd Ave","","Phoenix","AZ","85033","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 04951","4006 E Bell Rd","","Phoenix","AZ","85032","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05215","2363 S Lindsay Rd","","Gilbert","AZ","85295","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05353","20266 N Lake Pleasant Rd","","Peoria","AZ","85382","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05392","420 S Sossaman Rd","","Mesa","AZ","85208","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05453","6501 E Greenway Pkwy","","Scottsdale","AZ","85254","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05504","4249 W Glendale Ave","","Phoenix","AZ","85051","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05569","1315 E Chandler Blvd","","Phoenix","AZ","85048","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05668","8301 W Camelback Rd","","Phoenix","AZ","85037","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05776","1451 N Dysart Rd","","Avondale","AZ","85323","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05799","754 N Higley Rd","","Gilbert","AZ","85234","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05890","11250 E Via Linda","","Scottsdale","AZ","85259","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 05937","4315 W McDowell Rd","","Phoenix","AZ","85035","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06026","3624 N Power Rd","","Mesa","AZ","85215","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06060","16415 E Palisades Blvd","","Fountain Hills","AZ","85268","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06062","76 W Guadalupe Rd","","Gilbert","AZ","85233","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06063","1825 W Bethany Home Rd","","Phoenix","AZ","85015","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06128","19003 N R H Johnson Blvd","","Sun City West","AZ","85375","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06527","710 E Camelback Rd","","Phoenix","AZ","85014","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06534","20631 N Scottsdale Rd","","Scottsdale","AZ","85255","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06582","9230 E Main St","","Mesa","AZ","85207","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06599","13227 N 7th St","","Phoenix","AZ","85022","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06729","10929 E Dynamite Blvd","","Scottsdale","AZ","85262","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 06880","2431 S Higley Rd","","Gilbert","AZ","85295","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 07110","6640 W Happy Valley Rd","","Glendale","AZ","85310","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 07516","2411 W Anthem Way","","Anthem","AZ","85086","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 07723","975 E Ocotillo Rd","","Chandler","AZ","85249","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 07828","6002 E Main St","","Mesa","AZ","85205","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 07933","15514 W Waddell Rd","","Surprise","AZ","85379","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 09057","18433 N 19th Ave","","Phoenix","AZ","85023","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 09175","23477 W Yuma Rd","","Buckeye","AZ","85326","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 09179","5115 W Baseline Rd","","Laveen","AZ","85339","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 09202","1142 W Guadalupe Rd","","Mesa","AZ","85210","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 09261","4710 E Rose Garden Ln","","Phoenix","AZ","85050","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 09262","8469 E McDonald Dr","","Scottsdale","AZ","85250","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 10111","3434 W Southern Ave","","Phoenix","AZ","85041","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 10241","28516 N El Mirage Rd","","Peoria","AZ","85383","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 10260","3230 E Chandler Heights Rd","","Gilbert","AZ","85298","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 11116","21212 E Ocotillo Rd","","Queen Creek","AZ","85142","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 11181","5975 W Ray Rd","","Chandler","AZ","85226","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 11182","1130 W Southern Ave","","Mesa","AZ","85210","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 11470","25073 W Southern Ave","","Buckeye","AZ","85326","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 11610","2000 S Mill Ave","","Tempe","AZ","85282","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 1197","1745 E Southern Ave","","Tempe","AZ","85282","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 12334","1654 N Pebble Creek Pkwy","","Goodyear","AZ","85395","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 12335","10825 E Baseline Rd","","Mesa","AZ","85202","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
